"","past_pat_year","past_pat","pasture_id","patch_id","year","DICK_1","DICK_2","DICK_3","DICK_4","DICK_5","clouds_1","clouds_2","clouds_3","clouds_4","clouds_5","wind_1","wind_2","wind_3","wind_4","wind_5","julian_date_1","julian_date_2","julian_date_3","julian_date_4","julian_date_5","start_time_1","start_time_2","start_time_3","start_time_4","start_time_5","observer_1","observer_2","observer_3","observer_4","observer_5","area_surveyed","transect_length"
"205","LTR_W_2010","LTR_W","LTR","W",2010,0,1,1,0,2,0.36,0.13,0.13,0.38,0.63,2,1,3,5,3,145,152,160,177,189,8.35,8.86666666666667,6.88333333333333,8.41666666666667,6.75,"SR","TL","SR","SR","SR",6,600
"206","LTR_W_2011","LTR_W","LTR","W",2011,0,0,1,1,1,0.38,0.38,0.13,0.63,0.13,4,4,3,3,3,146,154,158,171,182,7.36666666666667,6.9,8.31666666666667,8.63333333333333,7.01666666666667,"SR","CP","SR","CD","SR",6,600
"207","LTR_W_2012","LTR_W","LTR","W",2012,5,6,7,7,12,0.88,0.38,0.13,0.13,0.38,4,4,2,5,4,141,148,159,171,178,6.46666666666667,7.93333333333333,6.46666666666667,6.71666666666667,6.85,"CD","SR","CD","SR","CD",6,600
"208","LTR_W_2013","LTR_W","LTR","W",2013,0,2,6,9,6,0.88,0.13,0.88,0.38,0.88,3,1,1,1,2,143,154,163,178,189,7.2,7.15,6.35,6.75,8.3,"SR","AM","CD","CD","AM",6,600
"209","LTR_W_2014","LTR_W","LTR","W",2014,1,4,0,1,1,0.13,0.63,0.88,0.88,0.13,1,1,3,2,1,137,151,163,181,198,6.6,6.26666666666667,6.21666666666667,6.06666666666667,6.43333333333333,"CD","CD","CD","CD","CD",6,600
"210","LTR_W_2015","LTR_W","LTR","W",2015,0,0,2,2,0,0.88,0.63,0.13,0.88,0.38,3,2,3,4,2,149,157,174,194,214,9.9,6.63333333333333,8.86666666666667,8.51666666666667,7.38333333333333,"BSV","SR","BSV","SR","BSV",6,600
"211","LTR_W_2016","LTR_W","LTR","W",2016,0,1,1,0,0,0.13,0.38,0.38,0.38,0.38,2,1,1,2,2,149,164,180,195,213,7.46666666666667,6.45,8.4,6.28333333333333,6.66666666666667,"SR","JJC","ACW","SBN","JJC",6,600
"212","LTR_W_2017","LTR_W","LTR","W",2017,0,0,0,2,0,0.63,0.13,0.13,0.38,0.13,1,3,2,2,1,147,161,175,190,204,6.7,5.93333333333333,8.18333333333333,9.23333333333333,8.45,"ALL","JD","JJC","JD","JD",6,600
"213","LTR_W_2018","LTR_W","LTR","W",2018,1,1,0,0,2,0.13,0.88,0.88,0.13,0.63,2,4,4,2,2,146,160,173,189,199,8.06666666666667,6.83333333333333,6.48333333333333,7.95,6.41666666666667,"TMS","SR","BJE","TMS","JJC",6,600
"214","LTR_W_2021","LTR_W","LTR","W",2021,0,1,1,0,0,0.38,0.13,0.63,0.88,0.38,2,2,1,3,1,153,166,178,192,201,6.26666666666667,6.18333333333333,6.26666666666667,8.55,6.6,"JJC","WPT","JEM","JNA","JEM",6,600
"215","LTR_W_2022","LTR_W","LTR","W",2022,0,1,1,0,0,0.13,0.63,0.38,0.13,0.88,3,3,2,2,2,158,166,180,191,198,7.93333333333333,6.51666666666667,6.38333333333333,6.7,8.31666666666667,"NGP","JJC","HKG","JLS","JJC",6,600
"216","PAW_E_2007","PAW_E","PAW","E",2007,1,0,0,0,0,0.13,0.13,0.88,0.38,0.13,2,2,4,2,2,141,149,169,176,186,7.2,8.33333333333333,8.65,6.53333333333333,8.5,"FP","CB","FP","JF","CW",4.5,449.85
"217","PAW_E_2008","PAW_E","PAW","E",2008,0,0,0,2,2,0.13,0.38,0.63,0.88,0.88,2,5,3,3,1,135,141,146,157,165,8.03333333333333,6.96666666666667,6.61666666666667,9.25,7.95,"CW","JF","CW","SR","CW",4.5,449.85
"218","PAW_E_2010","PAW_E","PAW","E",2010,1,1,1,0,1,0.13,0.38,0.13,0.13,0.63,1,1,3,3,3,145,152,181,190,196,7.3,7.28333333333333,8.71666666666667,7.21666666666667,7.61666666666667,"SR","SR","SR","SR","SR",3,300
"219","PAW_E_2011","PAW_E","PAW","E",2011,0,0,5,4,2,0.38,0.63,0.88,0.63,0.13,3,3,4,4,4,144,155,164,172,183,7.96666666666667,7.78333333333333,7.76666666666667,8.65,7.85,"SR","SR","SR","CP","CP",3,300
"220","PAW_E_2012","PAW_E","PAW","E",2012,4,5,4,1,1,0.88,0.13,0.38,0.38,0.13,4,2,2,2,3,143,151,160,167,180,8.9,7.53333333333333,9.33333333333333,9.05,7.48333333333333,"CD","SR","CD","SR","CD",3,300
"221","PAW_E_2013","PAW_E","PAW","E",2013,1,1,4,6,5,0.38,0.13,0.88,0.13,0.13,4,3,2,3,1,148,157,168,180,195,8.71666666666667,9.05,7.31666666666667,7.83333333333333,8.03333333333333,"SR","SR","CD","CD","AM",3,300
"222","PAW_E_2014","PAW_E","PAW","E",2014,3,NA,NA,NA,NA,0.38,0.37,0.43,0.37,0.37,1,2.4,2.32,2.29,2.15,177,158.38,169.67,182.77,195.25,7.7,7.61,7.59,7.79,7.82,"ORG",NA,NA,NA,NA,3,300
"223","PAW_E_2015","PAW_E","PAW","E",2015,0,0,1,0,0,0.88,0.63,0.38,0.13,0.63,2,4,2,2,2,149,158,172,203,215,8.4,8.51666666666667,9.35,7.13333333333333,7.51666666666667,"BSV","BSV","BSV","SR","BSV",3,300
"224","PAW_E_2016","PAW_E","PAW","E",2016,0,0,1,1,0,0.38,0.13,0.38,0.13,0.38,4,1,1,3,2,152,167,179,192,217,9.25,7.93333333333333,8.88333333333333,8.58333333333333,8.61666666666667,"SBN","JJC","SBN","SR","ACW",3,300
"225","PAW_E_2018","PAW_E","PAW","E",2018,0,0,1,0,1,0.13,0.13,0.88,0.13,0.13,1,1,3,1,3,147,159,173,188,201,7.58333333333333,8.26666666666667,8.26666666666667,7.13333333333333,7.68333333333333,"JJC","BJE","TMS","TMS","JJC",3,300
"226","PAW_S_2007","PAW_S","PAW","S",2007,0,0,0,0,1,0.13,0.13,0.88,0.38,0.13,1,3,3,2,2,141,149,169,176,186,6.56666666666667,8.31666666666667,8.4,6.43333333333333,8.38333333333333,"JF","FP","JF","FP","JF",4.09,409.16
"227","PAW_S_2008","PAW_S","PAW","S",2008,0,0,0,0,1,0.13,0.38,0.63,0.88,0.88,2,5,3,2,2,135,141,146,157,165,7.66666666666667,6.81666666666667,6.28333333333333,8.9,7.73333333333333,"CW","CW","CW","SR","SR",4.09,409.16
"228","PAW_S_2009","PAW_S","PAW","S",2009,0,1,1,0,0,0.38,0.88,0.13,0.13,0.38,1,4,1,2,1,147,162,168,180,187,6.66666666666667,6.98333333333333,6.91666666666667,6.75,8.85,"EH","SR","EH","FP","EH",4.09,409.16
"229","PAW_S_2010","PAW_S","PAW","S",2010,0,1,1,0,3,0.38,0.38,0.13,0.13,0.63,1,1,3,4,3,145,152,181,190,196,6.81666666666667,6.86666666666667,8.18333333333333,6.78333333333333,7.13333333333333,"SR","SR","SR","SR","SR",3,300
"230","PAW_S_2011","PAW_S","PAW","S",2011,0,1,0,0,2,0.38,0.63,0.88,0.63,0.13,3,3,4,4,4,144,155,162,172,183,7.46666666666667,7.28333333333333,7.18333333333333,8.1,7.4,"SR","SR","CP","CP","CP",3,300
"231","PAW_S_2012","PAW_S","PAW","S",2012,4,2,6,4,2,0.88,0.13,0.38,0.38,0.13,4,2,2,2,4,141,151,160,167,180,8.16666666666667,6.76666666666667,8.4,8.45,6.83333333333333,"CD","SR","CD","SR","CD",3,300
"232","PAW_S_2013","PAW_S","PAW","S",2013,0,2,1,2,3,0.38,0.13,0.63,0.13,0.13,4,3,2,4,2,148,157,168,180,195,8.36666666666667,8.53333333333333,6.5,7.21666666666667,6.76666666666667,"SR","SR","CD","CD","AM",3,300
"233","PAW_S_2014","PAW_S","PAW","S",2014,2,NA,NA,NA,NA,0.38,0.37,0.43,0.37,0.37,1,2.4,2.32,2.29,2.15,177,158.38,169.67,182.77,195.25,6.33333333333333,7.61,7.59,7.79,7.82,"ORG",NA,NA,NA,NA,3,300
"234","PAW_S_2015","PAW_S","PAW","S",2015,0,0,1,0,0,0.88,0.63,0.38,0.13,0.38,2,4,2,2,2,149,158,172,203,215,7.63333333333333,7.83333333333333,8.78333333333333,6.58333333333333,6.88333333333333,"BSV","BSV","BSV","SR","BSV",3,300
"235","PAW_S_2016","PAW_S","PAW","S",2016,0,0,4,0,0,0.38,0.13,0.38,0.13,0.38,3,1,1,3,2,152,167,179,192,217,8.51666666666667,6.8,7.75,8.18333333333333,6.96666666666667,"SBN","JJC","SBN","SR","ACW",3,300
"236","PAW_S_2017","PAW_S","PAW","S",2017,1,0,1,1,1,0.13,0.13,0.13,0.38,0.13,1,1,2,3,2,151,160,176,188,203,6.46666666666667,6.31666666666667,8.21666666666667,8.33333333333333,8.73333333333333,"JJC","ALL","JD","ALL","JJC",3,300
"237","PAW_S_2018","PAW_S","PAW","S",2018,2,1,0,4,2,0.13,0.13,0.88,0.38,0.13,2,1,3,1,3,147,159,173,188,201,6.6,7.76666666666667,7.73333333333333,6.46666666666667,6.96666666666667,"JJC","BJE","TMS","TMS","JJC",3,300
"238","PAW_W_2007","PAW_W","PAW","W",2007,0,1,0,0,0,0.13,0.13,0.88,0.38,0.13,1,3,3,2,2,141,149,169,176,186,6.53333333333333,8.41666666666667,8.65,6.38333333333333,8.45,"CW","FP","JF","CW","FP",4.04,403.73
"239","PAW_W_2008","PAW_W","PAW","W",2008,0,0,0,1,0,0.13,0.38,0.63,0.88,0.88,2,5,3,3,2,135,141,146,157,165,7.85,6.96666666666667,6.45,9.05,7.91666666666667,"CW","CW","CW","SR","SR",4.04,403.73
"240","PAW_W_2010","PAW_W","PAW","W",2010,0,1,1,1,1,0.13,0.38,0.13,0.13,0.63,1,1,3,2,3,145,152,181,190,196,6.96666666666667,7.01666666666667,8.38333333333333,6.91666666666667,7.28333333333333,"SR","SR","SR","SR","SR",3,300
"241","PAW_W_2012","PAW_W","PAW","W",2012,0,1,2,0,1,0.88,0.13,0.38,0.38,0.13,4,2,2,2,3,143,151,160,167,180,8.38333333333333,7.05,8.58333333333333,8.65,7.01666666666667,"CD","SR","CD","SR","CD",3,300
"242","PAW_W_2013","PAW_W","PAW","W",2013,0,2,1,0,1,0.38,0.13,0.63,0.13,0.13,4,3,2,3,1,148,157,168,180,195,8.5,8.68333333333333,6.76666666666667,7.35,7.11666666666667,"SR","SR","CD","CD","AM",3,300
"243","PAW_W_2014","PAW_W","PAW","W",2014,1,NA,NA,NA,NA,0.38,0.37,0.43,0.37,0.37,1,2.4,2.32,2.29,2.15,177,158.38,169.67,182.77,195.25,6.75,7.61,7.59,7.79,7.82,"ORG",NA,NA,NA,NA,3,300
"244","PAW_W_2017","PAW_W","PAW","W",2017,0,0,1,2,1,0.13,0.13,0.13,0.38,0.13,1,1,3,3,2,151,160,176,188,203,6.83333333333333,6.66666666666667,8.33333333333333,8.6,9.03333333333333,"JJC","ALL","JD","ALL","JJC",3,300
"245","PAW_W_2018","PAW_W","PAW","W",2018,0,0,0,2,0,0.13,0.13,0.88,0.13,0.13,1,1,3,1,3,147,159,173,188,201,6.98333333333333,7.95,7.88333333333333,6.93333333333333,7.2,"JJC","BJE","TMS","TMS","JJC",3,300
"246","PYN_N_2007","PYN_N","PYN","N",2007,0,0,0,2,0,0.13,0.13,0.38,0.88,0.13,1,2,3,2,4,141,149,163,169,176,8.8,6.9,6.73333333333333,7.25,8.45,"CW","FP","JF","FP","CW",4.47,447
"247","PYN_N_2010","PYN_N","PYN","N",2010,0,0,0,2,1,0.13,0.63,0.63,0.63,0.63,3,3,3,3,2,144,158,174,189,196,6.96666666666667,9.4,9.8,9,8.18333333333333,"SR","SR","SR","TH","TL",4,400
"248","PYN_N_2011","PYN_N","PYN","N",2011,0,1,1,1,4,0.38,0.13,0.13,0.38,0.13,4,4,4,4,1,140,154,158,171,182,8.28333333333333,8,9.16666666666667,7.56666666666667,7.76666666666667,"CP","SR","CP","SR","CD",4,400
"249","PYN_N_2012","PYN_N","PYN","N",2012,2,4,5,7,4,0.63,0.38,0.38,0.63,0.13,4,3,3,2,4,141,148,158,167,178,7.76666666666667,7.35,7.85,7.68333333333333,8.53333333333333,"TL","CD","SR","CD","SR",4,400
"250","PYN_N_2013","PYN_N","PYN","N",2013,0,0,2,0,3,0.38,0.13,0.38,0.13,0.88,2,1,3,3,3,137,154,163,177,188,7.7,8.46666666666667,7.73333333333333,9.68333333333333,7.83333333333333,"CD","SR","AM","AM","AM",4,400
"251","PYN_N_2014","PYN_N","PYN","N",2014,0,1,1,0,0,0.13,0.88,0.13,0.88,0.38,1,4,1,3,2,138,149,164,182,197,6.88333333333333,8.03333333333333,6.8,7.38333333333333,9.63333333333333,"SR","CD","CD","CD","CD",4,400
"252","PYN_N_2015","PYN_N","PYN","N",2015,0,0,0,0,1,0.88,0.13,0.38,0.63,0.38,3,3,3,2,2,143,159,171,190,213,8.81666666666667,9.11666666666667,8.21666666666667,7.61666666666667,8.83333333333333,"BSV","BSV","SR","BSV","SR",4,400
"253","PYN_N_2016","PYN_N","PYN","N",2016,0,0,0,0,1,0.13,0.63,0.38,0.38,0.13,2,2,1,3,1,151,168,179,193,216,7.2,8.35,7.01666666666667,6.96666666666667,7.96666666666667,"SR","SBN","JJC","ACW","JJC",4,400
"254","PYN_N_2017","PYN_N","PYN","N",2017,0,NA,0,3,3,0.38,0.37,0.13,0.88,0.13,1,2.4,3,1,2,152,158.38,175,192,201,7.18333333333333,7.61,8.11666666666667,6.31666666666667,7.15,"ALL",NA,"ALL","JD","ALL",4,400
"255","PYN_N_2018","PYN_N","PYN","N",2018,3,0,2,3,4,0.63,0.88,0.88,0.13,0.63,2,2,1,3,1,145,160,174,188,199,7.96666666666667,7.53333333333333,7.98333333333333,7.7,7.65,"JJC","TMS","JJC","BJE","TMS",4,400
"256","PYN_N_2021","PYN_N","PYN","N",2021,0,3,1,1,3,0.13,0.38,0.38,0.38,0.13,1,2,3,2,1,154,165,178,189,201,6.7,6.91666666666667,6.56666666666667,7.33333333333333,8.16666666666667,"JJC","JEM","WPT","JJC","JJC",4,400
"257","PYN_N_2022","PYN_N","PYN","N",2022,0,0,0,0,2,0.63,0.38,0.38,0.13,0.88,3,3,3,2,5,156,169,177,191,196,6.83333333333333,6.71666666666667,7.03333333333333,8.08333333333333,7.06666666666667,"WPT","JLS","NGP","JJC","HKG",4,400
"258","PYN_N_2023","PYN_N","PYN","N",2023,2,0,0,0,0,0.13,0.13,0.63,0.88,0.13,3,1,3,3,2,155,170,183,189,195,8.7,7.78333333333333,6.95,8.01666666666667,6.83333333333333,"WPT","JJC","JLS","JLS","JJC",4,400
"259","PYN_S_2010","PYN_S","PYN","S",2010,0,0,0,0,1,0.13,0.63,0.63,0.63,0.63,3,3,3,3,1,144,158,174,189,196,7.16666666666667,9.53333333333333,9.9,9.13333333333333,8.43333333333333,"SR","SR","SR","TH","TL",3,300
"260","PYN_S_2011","PYN_S","PYN","S",2011,0,0,0,1,0,0.38,0.13,0.13,0.88,0.13,4,4,4,4,1,140,154,158,171,182,8.58333333333333,8.15,9.28333333333333,7.73333333333333,7.93333333333333,"CP","SR","CP","SR","CD",3,300
"261","PYN_S_2012","PYN_S","PYN","S",2012,0,0,0,3,0,0.38,0.13,0.38,0.63,0.13,4,3,3,2,4,141,148,158,167,178,8.03333333333333,7.53333333333333,7.98333333333333,7.9,8.71666666666667,"TL","CD","SR","CD","SR",3,300
"262","PYN_S_2013","PYN_S","PYN","S",2013,0,1,1,0,2,0.38,0.13,0.38,0.13,0.88,2,1,3,3,3,137,154,163,177,188,7.85,8.56666666666667,7.98333333333333,9.8,8.05,"CD","SR","AM","AM","AM",3,300
"263","PYN_S_2014","PYN_S","PYN","S",2014,1,0,0,0,0,0.13,0.88,0.13,0.88,0.38,1,3,2,3,2,138,149,164,182,197,7,8.21666666666667,7.05,7.53333333333333,9.75,"SR","CD","CD","CD","CD",3,300
"264","PYN_S_2017","PYN_S","PYN","S",2017,0,1,0,1,1,0.38,0.13,0.13,0.88,0.13,1,1,3,1,2,152,160,175,192,201,7.46666666666667,9.26666666666667,8.81666666666667,6.51666666666667,7.38333333333333,"ALL","JJC","ALL","JD","ALL",3,300
"265","PYN_S_2018","PYN_S","PYN","S",2018,0,0,0,1,0,0.63,0.88,0.88,0.13,0.63,3,2,1,3,1,145,160,174,188,199,8.13333333333333,7.75,8.18333333333333,7.96666666666667,7.81666666666667,"JJC","TMS","JJC","BJE","TMS",3,300
"266","PYN_S_2022","PYN_S","PYN","S",2022,0,1,1,1,3,0.63,0.38,0.38,0.13,0.88,1,2,3,2,4,156,169,177,191,196,7.18333333333333,6.95,7.35,8.26666666666667,7.23333333333333,"WPT","JLS","NGP","JJC","HKG",3,300
"267","PYN_W_2007","PYN_W","PYN","W",2007,0,0,0,3,0,0.13,0.13,0.13,0.88,0.13,2,1,3,3,3,141,149,163,169,176,8.6,6.86666666666667,6.33333333333333,7.63333333333333,7.71666666666667,"CB","CB","CW","FP","CW",5.04,504.05
"268","PYN_W_2011","PYN_W","PYN","W",2011,0,0,0,2,2,0.63,0.13,0.13,0.88,0.13,4,4,4,4,2,140,154,158,171,182,7.58333333333333,7.6,8.95,7.18333333333333,7.41666666666667,"CP","SR","CP","SR","CD",3,300
"269","PYN_W_2012","PYN_W","PYN","W",2012,0,1,3,4,3,0.63,0.38,0.13,0.63,0.38,4,3,2,3,4,141,148,158,167,178,7.61666666666667,7.23333333333333,7.7,7.55,8.4,"TL","CD","SR","CD","SR",3,300
"270","PYN_W_2013","PYN_W","PYN","W",2013,0,1,0,1,1,0.13,0.13,0.38,0.13,0.88,2,1,3,3,3,137,154,163,177,188,7.6,7.76666666666667,7.58333333333333,9.58333333333333,7.35,"CD","AM","AM","AM","AM",3,300
"271","PYN_W_2015","PYN_W","PYN","W",2015,0,0,0,0,1,0.88,0.13,0.38,0.63,0.38,3,3,3,2,2,143,159,171,190,213,8.41666666666667,8.6,7.83333333333333,7.16666666666667,8.5,"BSV","BSV","SR","BSV","SR",3,300
"272","PYN_W_2017","PYN_W","PYN","W",2017,0,0,0,0,1,0.38,0.13,0.13,0.88,0.13,1,2,3,1,2,152,160,175,192,201,6.75,8.81666666666667,8,6.01666666666667,6.7,"ALL","JJC","ALL","JD","ALL",3,300
"273","PYN_W_2018","PYN_W","PYN","W",2018,0,5,1,1,4,0.38,0.88,0.88,0.13,0.63,2,3,1,3,1,145,160,174,188,199,7.6,7.05,7.58333333333333,7.33333333333333,7.28333333333333,"JJC","TMS","JJC","BJE","TMS",3,300
"274","PYN_W_2021","PYN_W","PYN","W",2021,0,0,3,0,1,0.13,0.38,0.38,0.38,0.13,1,1,3,1,1,154,165,178,189,201,6.21666666666667,6.4,6.4,7.13333333333333,7.83333333333333,"JJC","JEM","WPT","JJC","JJC",3,300
"275","PYN_W_2022","PYN_W","PYN","W",2022,1,0,2,1,3,0.63,0.38,0.38,0.13,0.88,3,1,3,1,4,156,168,177,191,198,6.33333333333333,6.98333333333333,6.38333333333333,7.66666666666667,6.61666666666667,"WPT","JJC","NGP","JJC","HKG",3,300
"276","PYN_W_2023","PYN_W","PYN","W",2023,1,1,0,0,0,0.13,0.13,0.88,0.88,0.13,3,1,1,3,1,155,170,179,189,195,8.51666666666667,7.28333333333333,8,7.55,6.56666666666667,"WPT","JJC","JLS","JLS","JJC",3,300
"277","PYS_N_2011","PYS_N","PYS","N",2011,0,0,1,4,1,0.63,0.13,0.13,0.63,0.13,4,4,4,4,2,139,154,158,171,182,8.08333333333333,9.65,8.41666666666667,8.86666666666667,6.9,"SR","CD","CP","SR","CD",3,300
"278","PYS_N_2012","PYS_N","PYS","N",2012,1,3,2,1,2,0.63,0.13,0.88,0.63,0.13,5,3,3,2,3,141,148,158,167,181,9.3,8.33333333333333,8.98333333333333,9.06666666666667,8.43333333333333,"TL","CD","SR","CD","SR",3,300
"279","PYS_N_2013","PYS_N","PYS","N",2013,0,0,2,0,1,0.63,0.13,0.38,0.13,0.63,3,3,3,3,3,137,154,163,177,188,8.83333333333333,9.4,9.48333333333333,9.56666666666667,9.38333333333333,"CD","SR","AM","SR","AM",3,300
"280","PYS_N_2014","PYS_N","PYS","N",2014,0,2,0,0,0,0.13,0.88,0.63,0.38,0.13,1,3,3,4,2,138,149,167,181,199,7.51666666666667,6.5,7.9,9.76666666666667,9.03333333333333,"SR","CD","CD","CD","CD",3,300
"281","PYS_N_2015","PYS_N","PYS","N",2015,0,1,0,0,0,0.88,0.13,0.38,0.63,0.38,2,2,3,2,2,143,159,171,196,213,7.86666666666667,8,7.11666666666667,9.58333333333333,7.71666666666667,"BSV","BSV","SR","SBN","SR",3,300
"282","PYS_N_2016","PYS_N","PYS","N",2016,0,0,3,2,2,0.13,0.38,0.13,0.63,0.13,2,3,1,3,2,151,168,179,194,216,8.51666666666667,9.13333333333333,8.26666666666667,9.71666666666667,9.46666666666667,"SR","SBN","JJC","ACW","JJC",3,300
"283","PYS_N_2017","PYS_N","PYS","N",2017,1,0,3,0,1,0.38,0.13,0.13,0.13,0.13,3,3,3,2,2,149,163,175,189,201,8.08333333333333,8.2,9.83333333333333,8.05,8.66666666666667,"SR","JD","ALL","SR","JJC",3,300
"284","PYS_N_2018","PYS_N","PYS","N",2018,0,1,2,1,1,0.63,0.88,0.63,0.13,0.63,3,2,1,3,3,145,160,174,188,199,8.68333333333333,8.53333333333333,9.7,8.63333333333333,8.35,"JJC","TMS","JJC","BJE","TMS",3,300
"285","PYS_N_2021","PYS_N","PYS","N",2021,0,2,3,1,1,0.13,0.63,0.63,0.38,0.13,2,2,2,3,1,154,165,178,189,201,9.66666666666667,9.61666666666667,8.83333333333333,8.05,9.65,"JJC","JEM","WPT","JJC","JJC",3,300
"286","PYS_N_2022","PYS_N","PYS","N",2022,1,1,2,4,1,0.63,0.13,0.38,0.13,0.88,3,3,1,1,4,156,170,177,191,196,9.06666666666667,7.33333333333333,6.73333333333333,6.83333333333333,8.6,"WPT","NGP","HKG","JJC","HKG",3,300
"287","PYS_N_2023","PYS_N","PYS","N",2023,0,1,1,1,0,0.13,0.13,0.63,0.88,0.13,3,1,2,3,3,157,174,179,189,195,8.63333333333333,7.26666666666667,7.23333333333333,9.03333333333333,7.88333333333333,"WPT","JJC","JLS","JLS","JJC",3,300
"288","PYS_S_2007","PYS_S","PYS","S",2007,0,0,1,0,0,0.13,0.88,0.13,0.13,0.13,3,2,2,1,2,142,150,155,166,176,6.35,6.73333333333333,6.28333333333333,6.08333333333333,7.6,"JF","CB","FP","JF","JF",3.37,337
"289","PYS_S_2010","PYS_S","PYS","S",2010,0,0,0,0,2,0.13,0.13,0.63,0.63,0.63,1,1,2,3,3,139,149,158,174,189,6.75,8.01666666666667,7.13333333333333,8.26666666666667,7.75,"TL","TL","SR","SR","TH",3,300
"290","PYS_S_2011","PYS_S","PYS","S",2011,0,2,0,2,2,0.63,0.13,0.13,0.63,0.38,4,4,4,4,2,139,154,158,171,182,7.21666666666667,8.9,8.1,8.3,6.41666666666667,"SR","CD","CP","SR","CD",3,300
"291","PYS_S_2012","PYS_S","PYS","S",2012,2,1,2,2,1,0.63,0.13,0.88,0.38,0.38,4,3,3,1,4,141,148,158,167,181,8.75,7.9,8.48333333333333,8.58333333333333,7.9,"TL","CD","SR","CD","SR",3,300
"292","PYS_S_2013","PYS_S","PYS","S",2013,0,0,0,1,1,0.38,0.13,0.38,0.13,0.63,3,2,3,3,3,137,154,163,177,188,8.35,9.03333333333333,8.76666666666667,9.15,8.78333333333333,"CD","SR","AM","SR","AM",3,300
"293","PYS_S_2014","PYS_S","PYS","S",2014,0,1,0,0,0,0.13,0.88,0.88,0.38,0.38,2,2,2,2,2,138,149,167,181,199,7.61666666666667,6.1,7.5,9.28333333333333,8.61666666666667,"SR","CD","CD","CD","CD",3,300
"294","PYS_S_2015","PYS_S","PYS","S",2015,0,0,1,0,0,0.88,0.13,0.38,0.63,0.13,2,2,3,3,1,143,159,171,196,213,7.16666666666667,7.16666666666667,6.33333333333333,8.86666666666667,6.95,"BSV","BSV","SR","SBN","SR",3,300
"295","PYS_S_2016","PYS_S","PYS","S",2016,0,0,0,1,0,0.13,0.38,0.38,0.88,0.13,2,3,1,3,2,151,168,179,194,216,7.78333333333333,9.3,7.8,8.85,9.01666666666667,"SR","SBN","JJC","ACW","JJC",3,300
"296","PYS_S_2017","PYS_S","PYS","S",2017,0,1,0,0,0,0.88,0.13,0.13,0.13,0.13,3,3,3,2,2,149,163,175,189,201,7.55,7.75,9.36666666666667,7.26666666666667,8.1,"SR","JD","ALL","SR","JJC",3,300
"297","PYS_S_2018","PYS_S","PYS","S",2018,0,1,NA,3,0,0.63,0.88,0.43,0.13,0.63,3,2,2.32,3,3,145,160,169.67,188,199,8.86666666666667,9.08333333333333,7.59,8.76666666666667,8.46666666666667,"JJC","TMS",NA,"BJE","TMS",3,300
"298","PYS_S_2021","PYS_S","PYS","S",2021,0,3,3,2,1,0.13,0.38,0.63,0.38,0.13,2,2,2,3,1,154,165,178,189,201,9.26666666666667,8.71666666666667,7.88333333333333,8.21666666666667,9.06666666666667,"JJC","JEM","WPT","JJC","JJC",3,300
"299","PYS_S_2022","PYS_S","PYS","S",2022,0,1,1,2,0,0.88,0.13,0.38,0.13,0.88,3,3,2,1,4,156,170,177,191,196,8.26666666666667,6.78333333333333,6.1,6.26666666666667,8.08333333333333,"WPT","NGP","HKG","JJC","HKG",3,300
"300","PYS_W_2007","PYS_W","PYS","W",2007,0,1,0,0,0,0.13,0.88,0.13,0.13,0.13,2,2,2,1,2,141,150,155,166,176,6.81666666666667,7,6.65,6.4,7.85,"CB","CB","FP","JF","JF",3.97,397.03
"301","PYS_W_2011","PYS_W","PYS","W",2011,0,0,0,0,1,0.63,0.13,0.13,0.63,0.13,4,4,4,4,2,139,154,158,171,182,7.63333333333333,9.33333333333333,8.25,8.56666666666667,6.63333333333333,"SR","CD","CP","SR","CD",3,300
"302","PYS_W_2012","PYS_W","PYS","W",2012,0,1,0,0,2,0.63,0.13,0.88,0.38,0.38,5,4,3,1,3,141,148,158,167,181,9,8.08333333333333,8.71666666666667,8.81666666666667,8.11666666666667,"TL","CD","SR","CD","SR",3,300
"303","PYS_W_2013","PYS_W","PYS","W",2013,0,0,0,0,1,0.38,0.13,0.38,0.13,0.63,2,3,3,3,3,137,154,163,177,188,8.6,9.2,9.1,9.36666666666667,9.03333333333333,"CD","SR","AM","SR","AM",3,300
"304","PYS_W_2014","PYS_W","PYS","W",2014,0,1,0,0,0,0.13,0.88,0.88,0.38,0.38,3,3,2,4,2,138,149,167,181,199,7.81666666666667,6.28333333333333,7.65,9.56666666666667,8.81666666666667,"SR","CD","CD","CD","CD",3,300
"305","PYS_W_2015","PYS_W","PYS","W",2015,0,0,1,0,0,0.88,0.13,0.38,0.63,0.38,2,2,4,2,2,143,159,171,196,213,7.55,7.6,6.61666666666667,9.2,7.18333333333333,"BSV","BSV","SR","SBN","SR",3,300
"306","PYS_W_2016","PYS_W","PYS","W",2016,0,0,1,0,0,0.13,0.38,0.38,0.63,0.13,2,2,1,3,2,151,168,179,194,216,8,9.6,7.98333333333333,9.28333333333333,9.18333333333333,"SR","SBN","JJC","ACW","JJC",3,300
"307","PYS_W_2021","PYS_W","PYS","W",2021,0,0,4,2,1,0.13,0.38,0.63,0.63,0.13,3,2,2,3,2,154,165,178,189,201,8.85,9.06666666666667,8.33333333333333,8.5,9.31666666666667,"JJC","JEM","WPT","JJC","JJC",3,300
