"","past_pat_year","past_pat","pasture_id","patch_id","year","HESP_1","HESP_2","HESP_3","HESP_4","HESP_5","clouds_1","clouds_2","clouds_3","clouds_4","clouds_5","wind_1","wind_2","wind_3","wind_4","wind_5","julian_date_1","julian_date_2","julian_date_3","julian_date_4","julian_date_5","start_time_1","start_time_2","start_time_3","start_time_4","start_time_5","observer_1","observer_2","observer_3","observer_4","observer_5","area_surveyed","transect_length"
"206","RIN_W_2011","RIN_W","RIN","W",2011,1,1,2,1,1,0.13,0.13,0.13,0.38,0.13,2,3,3,1,2.15,143,152,157,167,179,7.7,7.06666666666667,7.95,8.03333333333333,9.03333333333333,"CP","SR","SR","CP","SR",2,200
"207","RIN_W_2013","RIN_W","RIN","W",2013,3,2,0,1,4,0.13,0.88,0.88,0.13,0.63,2,2,1,1,3,137,156,168,177,189,7.13333333333333,8.93333333333333,8.96666666666667,8.13333333333333,9.56666666666667,"SR","CD","AM","AM","AM",2,200
"208","RIN_W_2015","RIN_W","RIN","W",2015,0,1,0,0,1,0.38,0.88,0.13,0.38,0.38,2,3,4,2,1,142,157,171,194,214,7.9,8.95,9.08333333333333,6.36666666666667,6.68333333333333,"BSV","BSV","SR","BSV","JJC",2,200
"209","RIN_W_2016","RIN_W","RIN","W",2016,1,0,1,2,0,0.38,0.63,0.38,0.13,0.63,2,3,3,3,1,152,163,177,197,211,8.41666666666667,6.63333333333333,8.83333333333333,7.13333333333333,8.18333333333333,"JJC","SR","SBN","SR","ACW",2,200
"210","RIN_W_2017","RIN_W","RIN","W",2017,0,0,0,1,1,0.13,0.13,0.38,0.13,0.13,1,2,2,1,2,150,161,174,190,206,8.78333333333333,5.96666666666667,6.7,6.13333333333333,7.71666666666667,"ALL","JJC","JD","JD","JJC",2,200
"211","RIN_W_2018","RIN_W","RIN","W",2018,0,1,1,0,0,0.38,0.63,0.88,0.13,0.13,4,1,4,1,2,145,163,173,189,202,8.91666666666667,7.38333333333333,9.26666666666667,6.8,8.8,"TMS","JJC","BJE","JJC","JJC",2,200
"212","RIN_W_2023","RIN_W","RIN","W",2023,0,1,1,1,0,0.63,0.13,0.38,0.38,0.13,1,2,2,1,1,158,170,179,190,194,9.63333333333333,8.81666666666667,6.75,8.43333333333333,9.28333333333333,"JJC","WPT","JJC","HKG","JJC",2,200
"213","RIS_C_2007","RIS_C","RIS","C",2007,0,4,0,0,0,0.63,0.13,0.13,0.13,0.13,1,3,2,3,2,148,156,165,176,183,7.71666666666667,6.58333333333333,6.26666666666667,9.23333333333333,6.13333333333333,"CW","FP","JF","CW","FP",5.6,559.67
"214","RIS_C_2008","RIS_C","RIS","C",2008,0,0,1,0,0,0.63,0.13,0.38,0.38,0.88,4,3,4,3,3,134,141,148,150,165,9.41666666666667,8.03333333333333,6.73333333333333,8.01666666666667,9.21666666666667,"CW","CW","CW","SR","SR",5.6,559.67
"215","RIS_C_2011","RIS_C","RIS","C",2011,6,3,3,2,2,0.13,0.13,0.13,0.88,0.13,2,4,3,1,3,143,152,157,167,183,6.23333333333333,7.88333333333333,8.83333333333333,8.86666666666667,8.93333333333333,"CP","SR","SR","CP","CD",4,400
"216","RIS_C_2012","RIS_C","RIS","C",2012,0,0,0,1,3,0.38,0.38,0.13,0.88,0.13,3,3,2,2,4,139,145,157,173,180,6.91666666666667,7.81666666666667,7.75,6.65,8.86666666666667,"CD","SR","CD","SR","CD",4,400
"217","RIS_C_2013","RIS_C","RIS","C",2013,0,2,3,2,3,0.13,0.88,0.88,0.13,0.63,2,3,1,3,3,137,153,168,177,189,8.05,7.65,7.15,7.96666666666667,7.83333333333333,"SR","CD","AM","SR","SR",4,400
"218","RIS_C_2014","RIS_C","RIS","C",2014,2,2,0,3,0,0.13,0.13,0.13,0.63,0.13,2,3,2,3,1,138,152,164,182,197,6.41666666666667,6.56666666666667,8.06666666666667,8.63333333333333,6.63333333333333,"CD","CD","CD","CD","CD",4,400
"219","RIS_C_2016","RIS_C","RIS","C",2016,2,0,0,3,1,0.13,0.63,0.13,0.13,0.38,1,4,1,2,2,151,163,180,195,213,6.73333333333333,7.51666666666667,9.18333333333333,6.41666666666667,7.66666666666667,"JJC","SR","SBN","SR","ACW",4,400
"220","RIS_C_2017","RIS_C","RIS","C",2017,1,1,3,1,1,0.13,0.13,0.38,0.13,0.13,1,3,2,1,3,150,161,174,190,206,6.38333333333333,7.33333333333333,7.65,8.8,7.85,"ALL","JJC","JD","JD","ALL",4,400
"221","RIS_C_2023","RIS_C","RIS","C",2023,3,NA,1,2,1,0.88,0.37,0.38,0.38,0.13,2,2.4,1,1,1,158,158.38,184,190,196,8.13333333333333,7.61,6.93333333333333,6.78333333333333,8.35,"JJC",NA,"HKG","JJC","HKG",3.75,375
"222","RIS_N_2007","RIS_N","RIS","N",2007,0,2,0,0,0,0.63,0.13,0.13,0.13,0.38,1,1,2,3,3,148,156,165,176,183,7.58333333333333,6.2,6.05,9.08333333333333,5.93333333333333,"CW","FP","JF","CW","FP",5.26,525.92
"223","RIS_N_2011","RIS_N","RIS","N",2011,1,0,0,0,0,0.13,0.13,0.13,0.88,0.13,2,4,3,2,3,143,152,157,167,183,6.1,7.73333333333333,8.71666666666667,8.73333333333333,8.8,"CP","SR","SR","CP","CD",4,400
"224","RIS_N_2012","RIS_N","RIS","N",2012,0,0,0,1,2,0.38,0.38,0.13,0.37,0.13,3,2,1,1,4,139,145,157,173,180,6.78333333333333,7.63333333333333,7.58333333333333,6.48333333333333,8.71666666666667,"CD","SR","CD","SR","CD",4,400
"225","RIS_N_2013","RIS_N","RIS","N",2013,2,2,1,0,0,0.13,0.88,0.88,0.13,0.63,2,3,1,3,3,137,153,168,177,189,7.93333333333333,7.01666666666667,6.9,7.86666666666667,7.73333333333333,"SR","CD","AM","SR","SR",4,400
"226","RIS_N_2016","RIS_N","RIS","N",2016,1,0,0,0,0,0.38,0.63,0.38,0.13,0.38,1,4,2,2,2,151,163,180,195,213,6.48333333333333,7.61666666666667,9.01666666666667,6.5,7.36666666666667,"JJC","SR","SBN","SR","ACW",4,400
"227","RIS_S_2007","RIS_S","RIS","S",2007,1,2,0,0,0,0.13,0.13,0.13,0.13,0.13,1,3,2,2,2,148,156,165,176,183,7.95,6.9,6.55,9.43333333333333,6.48333333333333,"CW","FP","JF","CW","FP",6.03,603
"228","RIS_S_2009","RIS_S","RIS","S",2009,1,0,0,0,0,0.38,0.13,0.13,0.38,0.88,3,1,2,3,1,155,160,168,182,194,7.23333333333333,9.08333333333333,9,7.68333333333333,8.75,"JO","SR","EH","FP","EH",6.03,603
"229","RIS_S_2011","RIS_S","RIS","S",2011,1,0,1,0,1,0.13,0.13,0.13,0.88,0.13,2,3,3,1,3,143,152,157,167,183,6.55,8.13333333333333,9.1,9.1,9.16666666666667,"CP","SR","SR","CP","CD",5,500
"230","RIS_S_2012","RIS_S","RIS","S",2012,3,2,3,1,1,0.38,0.38,0.13,0.88,0.13,3,3,2,2,4,139,145,157,173,180,7.13333333333333,8.01666666666667,8.03333333333333,6.86666666666667,9.11666666666667,"CD","SR","CD","SR","CD",5,500
"231","RIS_S_2015","RIS_S","RIS","S",2015,1,2,1,0,0,0.13,0.38,0.13,0.38,0.38,2,3,3,2,2,142,157,170,194,211,6.7,6.43333333333333,6.9,7.88333333333333,7.23333333333333,"BSV","BSV","SR","BSV","BSV",5,500
"232","RIS_S_2017","RIS_S","RIS","S",2017,1,0,0,0,2,0.13,0.13,0.38,0.13,0.13,1,3,3,1,3,150,161,174,190,206,6.76666666666667,6.8,7.85,9.46666666666667,8.13333333333333,"ALL","JJC","JD","JD","ALL",5,500
"233","RIS_S_2018","RIS_S","RIS","S",2018,0,1,0,0,0,0.13,0.63,0.88,0.38,0.13,2,2,1,1,3,146,160,174,189,201,6.51666666666667,8.5,8.21666666666667,6.4,7.53333333333333,"TMS","SR","TMS","TMS","JJC",5,500
"234","RIS_S_2023","RIS_S","RIS","S",2023,2,NA,0,1,1,0.88,0.37,0.38,0.38,0.13,2,2.4,1,1,1,158,158.38,184,190,196,8.6,7.61,7.5,7.16666666666667,8.78333333333333,"JJC",NA,"HKG","JJC","HKG",5,500
"235","RNR_C_2017","RNR_C","RNR","C",2017,1,0,0,1,0,0.38,0.38,0.13,0.38,0.13,2,3,3,2,2,149,163,174,192,204,7.93333333333333,6.38333333333333,9.36666666666667,7.93333333333333,9.28333333333333,"JD","JJC","JD","JD","JJC",2.5,250
"236","RNR_W_2016","RNR_W","RNR","W",2016,0,0,0,0,1,0.13,0.13,0.38,0.38,0.38,1,2,1,2,3,150,167,178,192,217,8.7,8.53333333333333,8.75,7.3,8.21666666666667,"JJC","SBN","ACW","JJC","SR",2.5,250
"237","RNR_W_2017","RNR_W","RNR","W",2017,0,0,1,1,0,0.38,0.38,0.13,0.38,0.38,2,3,2,1,3,149,163,174,192,204,8.31666666666667,6.71666666666667,9.61666666666667,8.25,9.68333333333333,"JD","JJC","JD","JD","JJC",2.5,250
"238","RNR_W_2023","RNR_W","RNR","W",2023,0,3,0,0,2,0.13,0.13,0.63,0.13,0.13,1,2,1,1,1,157,172,183,190,195,7.06666666666667,7.35,8.43333333333333,8.61666666666667,7.65,"JJC","WPT","HKG","JLS","HKG",2.5,250
"239","STE_N_2007","STE_N","STE","N",2007,0,1,0,0,0,0.13,0.88,0.13,0.13,0.13,1,2,1,2,3,145,150,166,177,183,7.91666666666667,7.75,7.71666666666667,6.95,7.86666666666667,"MN","CB","JF","FP","CW",1.89,188.72
"240","STE_N_2012","STE_N","STE","N",2012,0,0,0,1,1,0.13,0.13,0.38,0.13,0.13,3,2,2,3,3,142,150,159,170,178,10.1166666666667,8.26666666666667,7.81666666666667,7.53333333333333,7.61666666666667,"SR","CD","SR","CD","SR",2,200
"241","STE_N_2014","STE_N","STE","N",2014,0,0,0,0,1,0.38,0.63,0.88,0.38,0.38,2,2,3,3,2,140,151,163,181,199,6.5,9.66666666666667,8.13333333333333,8.96666666666667,7.4,"CD","CD","CD","CD","CD",2,200
"242","STE_N_2017","STE_N","STE","N",2017,0,0,0,0,1,0.88,0.38,0.13,0.13,0.38,1,2,1,1,1,149,163,175,188,202,7.65,6.1,7.61666666666667,6.01666666666667,6.51666666666667,"JJC","JD","ALL","JD","JJC",2,200
"243","STE_S_2018","STE_S","STE","S",2018,0,0,0,1,0,0.13,0.88,0.88,0.13,0.63,4,3,1,1,3,146,160,174,189,199,7.68333333333333,7.53333333333333,7.28333333333333,7.05,9.23333333333333,"SR","JJC","TMS","BJE","JJC",3,300
"244","STE_W_2008","STE_W","STE","W",2008,1,1,0,1,1,0.13,0.38,0.13,0.88,0.88,2,2,2,2,2,133,135,142,156,161,8.35,9.48333333333333,8.71666666666667,7.83333333333333,7.81666666666667,"JF","JF","SR","CW","SR",6.94,693.68
"245","STE_W_2009","STE_W","STE","W",2009,0,1,0,0,0,0.63,0.88,0.38,0.13,0.13,1,3,3,1,1,152,159,169,173,183,9.05,7,7.15,9.38333333333333,6.96666666666667,"EH","EH","JL","EH","FP",6.94,693.68
"246","STE_W_2011","STE_W","STE","W",2011,1,0,1,0,1,0.13,0.13,0.13,0.38,0.13,3,3,3,1,2.15,143,152,158,167,182,7.45,9.2,7.05,8.3,9.18333333333333,"SR","SR","CP","SR","SR",6,600
"247","STE_W_2012","STE_W","STE","W",2012,0,0,0,2,0,0.13,0.13,0.38,0.13,0.13,3,2,2,4,3,142,150,159,170,178,9.36666666666667,7.55,7.96666666666667,6.85,6.96666666666667,"SR","CD","SR","CD","SR",6,600
"248","STE_W_2017","STE_W","STE","W",2017,2,5,1,2,3,0.63,0.38,0.13,0.13,0.38,3,3,2,1,1,149,163,175,188,202,8.43333333333333,6.46666666666667,6.56666666666667,6.16666666666667,6.93333333333333,"JJC","JD","ALL","JD","JJC",6,600
"249","235_C_2014","235_C","235","C",2014,0,0,0,0,0,0.13,0.13,0.38,0.13,0.13,2,4,5,3,2,141,152,168,184,200,6.85,8.21666666666667,8.11666666666667,7.13333333333333,6.95,"CD","SR","CD","ORG","CD",8,800
"250","235_C_2015","235_C","235","C",2015,0,0,0,0,0,0.13,0.38,0.38,0.13,0.13,3,3,2,3,2,141,161,177,193,211,7.63333333333333,8.53333333333333,7.46666666666667,7.48333333333333,7.58333333333333,"BSV","BSV","BSV","BSV","BSV",8,800
"251","235_C_2016","235_C","235","C",2016,0,0,0,0,0,0.13,0.63,0.13,0.38,0.38,1,2,1,3,2,150,166,179,195,211,6.38333333333333,7.71666666666667,6.21666666666667,7.96666666666667,7.63333333333333,"SBN","JJC","SR","ACW","SBN",8,800
"252","235_C_2021","235_C","235","C",2021,0,0,0,0,0,0.88,0.38,0.63,0.88,0.13,1,1,1,3,1,151,165,179,192,199,8.01666666666667,6.85,7.28333333333333,7.46666666666667,7.03333333333333,"JJC","JJC","JNA","JEM","JJC",8,800
"253","235_C_2022","235_C","235","C",2022,0,0,0,0,0,0.38,0.13,0.13,0.13,0.38,3,2,3,3,3,156,168,179,191,196,7.26666666666667,8.3,7.66666666666667,8.38333333333333,8.21666666666667,"JJC","HKG","WPT","NGP","JJC",8,800
"254","235_C_2023","235_C","235","C",2023,0,0,0,0,0,0.38,0.88,0.38,0.88,0.13,2,3,1,3,2,154,168,178,189,195,7.66666666666667,8.38333333333333,8.85,7.79,7.45,"JJC","WPT","JJC","JJC","JLS",8,800
"255","235_N_2014","235_N","235","N",2014,0,0,0,0,0,0.13,0.13,0.38,0.13,0.13,2,4,4,2,2,141,152,168,184,200,7.11666666666667,8.68333333333333,8.76666666666667,7.56666666666667,7.2,"CD","SR","CD","ORG","CD",8,800
"256","235_N_2015","235_N","235","N",2015,0,0,0,0,0,0.13,0.38,0.38,0.13,0.13,3,3,3,3,2,139,161,177,193,211,8.13333333333333,8.81666666666667,7.75,7.83333333333333,7.88333333333333,"BSV","BSV","BSV","BSV","BSV",8,800
"257","235_N_2016","235_N","235","N",2016,0,0,0,0,0,0.38,0.63,0.13,0.38,0.63,1,1,1,3,2,150,166,179,195,211,8.98333333333333,8.13333333333333,6.53333333333333,8.36666666666667,8.05,"SBN","JJC","SR","ACW","SBN",8,800
"258","235_N_2017","235_N","235","N",2017,0,0,0,0,0,0.13,0.38,0.13,0.13,0.13,2,4,3,1,2,150,164,176,189,205,8.35,7.75,8.28333333333333,8.66666666666667,8.08333333333333,"JJC","ALL","JJC","ALL","JJC",8,800
"259","235_N_2023","235_N","235","N",2023,0,0,0,0,0,0.38,0.88,0.13,0.13,0.13,1,3,3,3,3,154,168,183,191,195,9.15,8.95,9.48333333333333,8.53333333333333,7.9,"JJC","WPT","JJC","JJC","JLS",8,800
"260","235_S_2015","235_S","235","S",2015,0,0,0,0,0,0.13,0.38,0.88,0.13,0.13,2,3,2,3,2,141,161,177,193,211,6.56666666666667,7.91666666666667,6.6,6.53333333333333,6.7,"BSV","BSV","BSV","BSV","BSV",9,900
"261","235_S_2018","235_S","235","S",2018,0,0,0,0,0,0.13,0.38,0.88,0.38,0.63,4,2,2,2,3,147,161,174,187,199,7.05,6.3,8.06666666666667,6.06666666666667,6.33333333333333,"SR","JJC","SR","TMS","BJE",9,900
"262","235_S_2021","235_S","235","S",2021,0,0,0,0,0,0.88,0.38,0.88,0.88,0.13,1,3,1,3,1,151,165,179,192,199,6.08333333333333,5.95,6.13333333333333,6.5,6.21666666666667,"JJC","JJC","JNA","JEM","JJC",9,900
"263","BSH_C_2014","BSH_C","BSH","C",2014,0,0,NA,NA,NA,0.13,0.13,0.43,0.37,0.37,1,2,2.32,2.29,2.15,184,200,169.67,182.77,195.25,6.26666666666667,7.93333333333333,7.59,7.79,7.82,"CD","ORG",NA,NA,NA,2,200
"264","BSH_C_2015","BSH_C","BSH","C",2015,0,0,0,0,0,0.13,0.13,0.13,0.13,0.63,3,3,2,3,2,149,159,174,193,215,6.86666666666667,7.01666666666667,6.25,9.63333333333333,6.73333333333333,"SR","SR","BSV","BSV","SR",2,200
"265","BSH_C_2016","BSH_C","BSH","C",2016,0,0,0,0,0,0.63,0.13,0.38,0.13,0.38,2,1,2,3,1,149,165,180,193,209,6.98333333333333,6.85,6.63333333333333,8.2,7.28333333333333,"SBN","JJC","SR","SBN","ACW",2,200
"266","BSH_C_2017","BSH_C","BSH","C",2017,0,0,0,0,0,0.13,0.13,0.13,0.13,0.13,2,4,2,1,2,146,162,178,190,205,9.18333333333333,6.51666666666667,8.6,8.55,8.66666666666667,"JD","ALL","ALL","JJC","JD",2,200
"267","BSH_C_2021","BSH_C","BSH","C",2021,0,0,0,0,0,0.13,0.38,0.88,0.13,0.13,2,2,1,1,1,154,167,179,186,199,7.66666666666667,6.56666666666667,8.31666666666667,7.28333333333333,9.3,"WPT","JJC","JEM","JNA","JEM",2,200
"268","BSH_C_2022","BSH_C","BSH","C",2022,0,0,0,0,0,0.63,0.38,0.38,0.63,0.63,2,3,1,2,4,158,169,179,190,196,8.56666666666667,8.9,7.03333333333333,7.98333333333333,9,"JJC","HKG","JLS","JJC","NGP",2,200
"269","BSH_C_2023","BSH_C","BSH","C",2023,0,0,0,0,0,0.13,0.13,0.13,0.13,0.13,3,3,1,1,1,154,172,184,191,194,9.18333333333333,8.83333333333333,7.7,6.88333333333333,8.7,"WPT","JJC","JJC","JLS","HKG",2,200
"270","BSH_N_2014","BSH_N","BSH","N",2014,0,0,NA,NA,NA,0.13,0.13,0.43,0.37,0.37,1,2,2.32,2.29,2.15,184,200,169.67,182.77,195.25,6.43333333333333,8.06666666666667,7.59,7.79,7.82,"CD","ORG",NA,NA,NA,2,200
"271","BSH_N_2015","BSH_N","BSH","N",2015,0,0,0,0,0,0.13,0.13,0.13,0.13,0.38,3,3,2,3,2,149,159,174,193,215,7.11666666666667,7.13333333333333,6.38333333333333,9.81666666666667,6.9,"SR","SR","BSV","BSV","SR",2,200
"272","BSH_N_2017","BSH_N","BSH","N",2017,0,0,0,0,0,0.38,0.13,0.13,0.13,0.13,2,4,2,1,2,146,162,178,190,205,9.01666666666667,6.35,8.41666666666667,8.38333333333333,8.5,"JD","ALL","ALL","JJC","JD",2,200
"273","BSH_N_2021","BSH_N","BSH","N",2021,0,0,0,0,0,0.13,0.38,0.88,0.13,0.13,2,2,1,1,1,154,167,179,186,199,7.21666666666667,6.3,8.01666666666667,6.86666666666667,8.9,"WPT","JJC","JEM","JNA","JEM",2,200
"274","BSH_N_2022","BSH_N","BSH","N",2022,0,0,0,0,0,0.63,0.38,0.38,0.63,0.63,2,3,1,2,4,158,169,179,190,196,8.36666666666667,8.63333333333333,6.75,7.75,9.2,"JJC","HKG","JLS","JJC","NGP",2,200
"275","BSH_N_2023","BSH_N","BSH","N",2023,0,0,0,0,0,0.13,0.13,0.13,0.13,0.13,3,3,1,1,1,154,172,184,191,194,8.95,8.7,7.56666666666667,6.65,8.5,"WPT","JJC","JJC","JLS","HKG",2,200
"276","BSH_S_2014","BSH_S","BSH","S",2014,0,0,NA,NA,NA,0.13,0.13,0.43,0.37,0.37,1,2,2.32,2.29,2.15,184,200,169.67,182.77,195.25,6.08333333333333,7.78333333333333,7.59,7.79,7.82,"CD","ORG",NA,NA,NA,2,200
"277","BSH_S_2015","BSH_S","BSH","S",2015,0,0,0,0,0,0.13,0.13,0.13,0.13,0.63,3,3,2,3,2,149,159,174,193,215,6.76666666666667,6.91666666666667,6.13333333333333,9.48333333333333,6.6,"SR","SR","BSV","BSV","SR",2,200
"278","BSH_S_2016","BSH_S","BSH","S",2016,0,0,0,0,0,0.63,0.13,0.38,0.13,0.38,1,1,2,3,1,149,165,180,193,209,6.65,6.53333333333333,6.46666666666667,7.75,6.96666666666667,"SBN","JJC","SR","SBN","ACW",2,200
"279","BSH_S_2017","BSH_S","BSH","S",2017,0,0,0,0,0,0.13,0.13,0.13,0.13,0.13,1,3,2,2,2,146,162,178,190,205,9.5,6.81666666666667,8.8,8.8,8.88333333333333,"JD","ALL","ALL","JJC","JD",2,200
"280","BSH_S_2021","BSH_S","BSH","S",2021,0,0,0,0,0,0.13,0.38,0.88,0.13,0.13,2,2,1,1,1,154,167,179,186,199,8.06666666666667,6.83333333333333,8.61666666666667,7.65,9.6,"WPT","JJC","JEM","JNA","JEM",2,200
"281","BSH_S_2022","BSH_S","BSH","S",2022,0,0,0,0,0,0.38,0.38,0.38,0.38,0.63,2,3,1,2,4,158,169,179,190,196,8.93333333333333,9.16666666666667,7.43333333333333,8.15,8.8,"JJC","HKG","JLS","JJC","NGP",2,200
"282","BSH_S_2023","BSH_S","BSH","S",2023,0,0,0,0,0,0.13,0.13,0.13,0.13,0.13,3,3,1,2,1,154,172,184,191,194,9.5,9.01666666666667,7.88333333333333,7.23333333333333,8.93333333333333,"WPT","JJC","JJC","JLS","HKG",2,200
"283","DUN_C_2014","DUN_C","DUN","C",2014,0,NA,NA,NA,NA,0.38,0.37,0.43,0.37,0.37,1,2.4,2.32,2.29,2.15,210,158.38,169.67,182.77,195.25,9.56666666666667,7.61,7.59,7.79,7.82,"SBN",NA,NA,NA,NA,3,300
"284","FRN_E_2014","FRN_E","FRN","E",2014,0,0,NA,NA,NA,0.38,0.63,0.43,0.37,0.37,2,3,2.32,2.29,2.15,177,191,169.67,182.77,195.25,6.26666666666667,6.98333333333333,7.59,7.79,7.82,"CD","CD",NA,NA,NA,2,200
"285","FRN_E_2015","FRN_E","FRN","E",2015,0,0,0,0,0,0.13,0.88,0.13,0.38,0.88,2,2,3,2,2,147,163,180,191,215,7.93333333333333,8.83333333333333,6.61666666666667,8.73333333333333,8.93333333333333,"SBN","BSV","BSV","BSV","BSV",2,200
"286","FRN_E_2016","FRN_E","FRN","E",2016,0,0,0,0,0,0.38,0.63,0.38,0.13,0.13,1,2,3,3,2,153,166,177,192,213,8.93333333333333,9.53333333333333,8.38333333333333,7.16666666666667,6.78333333333333,"JJC","SBN","JJC","SR","SR",2,200
"287","FRN_S_2014","FRN_S","FRN","S",2014,0,0,NA,NA,NA,0.63,0.63,0.43,0.37,0.37,2,3,2.32,2.29,2.15,177,191,169.67,182.77,195.25,7.72,7.88333333333333,7.59,7.79,7.82,"CD","CD",NA,NA,NA,2,200
"288","FRN_S_2015","FRN_S","FRN","S",2015,0,0,0,0,0,0.13,0.88,0.13,0.38,0.88,2,3,2,2,2,147,163,180,191,215,8.31666666666667,9.33333333333333,7.13333333333333,9.26666666666667,9.46666666666667,"SBN","BSV","BSV","BSV","BSV",2,200
"289","FRN_W_2014","FRN_W","FRN","W",2014,0,0,NA,NA,NA,0.38,0.63,0.43,0.37,0.37,2,3,2.32,2.29,2.15,177,191,169.67,182.77,195.25,6.56666666666667,7.53333333333333,7.59,7.79,7.82,"CD","CD",NA,NA,NA,2,200
"290","FRN_W_2015","FRN_W","FRN","W",2015,0,0,0,0,0,0.13,0.88,0.13,0.38,0.88,2,3,2,2,2,147,163,180,191,215,8.13333333333333,9.15,6.91666666666667,9.08333333333333,9.23333333333333,"SBN","BSV","BSV","BSV","BSV",2,200
"291","FRN_W_2016","FRN_W","FRN","W",2016,0,0,0,0,0,0.38,0.63,0.38,0.13,0.13,1,3,3,4,2,153,166,177,192,213,9.2,9.78333333333333,8.66666666666667,7.45,7,"JJC","SBN","JJC","SR","SR",2,200
"292","FRS_E_2014","FRS_E","FRS","E",2014,0,NA,NA,NA,NA,0.38,0.37,0.43,0.37,0.37,2,2.4,2.32,2.29,2.15,177,158.38,169.67,182.77,195.25,7.66666666666667,7.61,7.59,7.79,7.82,"CD",NA,NA,NA,NA,2,200
"293","FRS_E_2015","FRS_E","FRS","E",2015,0,0,0,0,0,0.88,0.88,0.13,0.88,0.13,3,3,2,2,4,149,163,179,196,223,7.8,6.4,7.98333333333333,9.31666666666667,9.01666666666667,"SBN","BSV","BSV","BSV","SBN",2,200
"294","FRS_E_2016","FRS_E","FRS","E",2016,0,0,0,0,0,0.63,0.38,0.38,0.13,0.63,2,2,1,2,3,152,166,179,197,217,6.88333333333333,8.4,6.65,9.08333333333333,7.03333333333333,"SBN","SBN","SBN","SBN","SBN",2,200
"295","FRS_N_2014","FRS_N","FRS","N",2014,0,NA,NA,NA,NA,0.63,0.37,0.43,0.37,0.37,2,2.4,2.32,2.29,2.15,177,158.38,169.67,182.77,195.25,7.86666666666667,7.61,7.59,7.79,7.82,"CD",NA,NA,NA,NA,2,200
"296","FRS_N_2015","FRS_N","FRS","N",2015,0,0,0,0,0,0.88,0.88,0.13,0.88,0.13,3,3,3,2,3,149,163,179,196,223,8.16666666666667,6.76666666666667,8.31666666666667,9.71666666666667,9.25,"SBN","BSV","BSV","BSV","SBN",2,200
"297","FRS_N_2016","FRS_N","FRS","N",2016,0,0,0,0,0,0.63,0.38,0.38,0.13,0.63,1,3,1,2,2,152,166,179,197,217,7.25,8.58333333333333,6.91666666666667,9.35,7.4,"SBN","SBN","SBN","SBN","SBN",2,200
"298","FRS_W_2014","FRS_W","FRS","W",2014,0,NA,NA,NA,NA,0.63,0.37,0.43,0.37,0.37,3,2.4,2.32,2.29,2.15,177,158.38,169.67,182.77,195.25,8.05,7.61,7.59,7.79,7.82,"CD",NA,NA,NA,NA,2,200
"299","FRS_W_2015","FRS_W","FRS","W",2015,0,0,0,0,0,0.88,0.88,0.13,0.88,0.13,3,3,2,2,3,149,163,179,196,223,8.55,7.01666666666667,8.6,10.05,9.48333333333333,"SBN","BSV","BSV","BSV","SBN",2,200
"300","FRS_W_2016","FRS_W","FRS","W",2016,0,0,0,0,0,0.63,0.63,0.38,0.13,0.38,2,2,1,3,2,152,166,179,197,217,7.6,8.75,7.16666666666667,9.65,7.73333333333333,"SBN","SBN","SBN","SBN","SBN",2,200
"301","GIL_C_2007","GIL_C","GIL","C",2007,0,0,0,0,0,0.38,0.38,0.13,0.13,0.13,3,3,2,1,1,142,149,159,166,177,7.51666666666667,6.85,6.33333333333333,6.68333333333333,8.15,"CB","JF","CW","FP","CW",3.75,375.3
"302","GIL_C_2008","GIL_C","GIL","C",2008,0,0,0,0,0,0.13,0.38,0.38,0.88,0.88,2,4,1,2,4,133,141,147,150,160,6.65,6.8,6.55,6.48333333333333,9.38333333333333,"JF","SR","CW","SR","JF",3.75,375.3
"303","GIL_C_2009","GIL_C","GIL","C",2009,0,0,0,0,0,0.88,0.63,0.38,0.13,0.63,3,1,2,2,2,146,156,162,173,181,6.96666666666667,6.78333333333333,7.95,9.31666666666667,6.98333333333333,"EH","FP","FP","JL","EH",3.75,375.3
"304","GIL_C_2010","GIL_C","GIL","C",2010,0,0,0,0,0,0.38,0.13,0.63,0.38,0.38,3,1,3,5,3,142,149,161,177,189,6.93333333333333,6.53333333333333,6.85,7.3,8.08333333333333,"SR","TL","SR","SR","SR",3,300
"305","GIL_C_2011","GIL_C","GIL","C",2011,0,0,0,0,0,0.63,0.63,0.13,0.88,0.13,4,3,3,3,3,140,147,157,171,182,7.76666666666667,8.46666666666667,6.91666666666667,7.45,8.16666666666667,"SR","SR","SR","CD","SR",3,300
"306","GIL_C_2012","GIL_C","GIL","C",2012,0,0,0,0,0,0.13,0.13,0.38,0.63,0.13,1,1,3,1,3,142,150,159,173,181,7.28333333333333,6.2,6.85,6.5,9.1,"SR","CD","SR","CD","CD",3,300
"307","GIL_C_2013","GIL_C","GIL","C",2013,0,0,0,0,0,0.38,0.13,0.63,0.13,0.38,3,3,3,3,3,137,154,163,181,194,8.98333333333333,8.68333333333333,7.56666666666667,6.5,6.76666666666667,"SR","AM","CD","AM","CD",3,300
"308","GIL_C_2014","GIL_C","GIL","C",2014,0,0,0,0,0,0.13,0.63,0.13,0.63,0.63,2,2,2,3,2,140,151,164,181,199,6.86666666666667,7.85,9.18333333333333,7.16666666666667,6.4,"CD","CD","CD","CD","CD",3,300
