"","past_pat_year_visit","Tot_Abund","Obl_Abund","Obl_Fac_Abund","Tot_Rich","Obl_Rich","Obl_Fac_Rich","past_pat_year","observer","start_time","clouds","wind","precipitation","cattle_interference","julian_date","year","pasture_id","patch_id","visit","area_surveyed","transect_length"
"1818","PYS_W_2012_4",9,6,7,6,3,4,"PYS_W_2012","CD",8.81666666666667,"P. Cloudy","0-1","None",FALSE,167,2012,"PYS","W","4",3,300
"1819","PYS_W_2012_5",5,4,5,4,3,4,"PYS_W_2012","SR",8.11666666666667,"P. Cloudy","4-7","None",FALSE,181,2012,"PYS","W","5",3,300
"1820","PYS_W_2013_1",5,3,3,3,2,2,"PYS_W_2013","CD",8.6,"P. Cloudy","1-3","None",FALSE,137,2013,"PYS","W","1",3,300
"1821","PYS_W_2013_2",2,1,2,2,1,2,"PYS_W_2013","SR",9.2,"Clear","4-7","None",FALSE,154,2013,"PYS","W","2",3,300
"1822","PYS_W_2013_3",3,2,2,3,2,2,"PYS_W_2013","AM",9.1,"P. Cloudy","4-7","None",FALSE,163,2013,"PYS","W","3",3,300
"1823","PYS_W_2013_4",5,5,5,3,3,3,"PYS_W_2013","SR",9.36666666666667,"Clear","4-7","None",FALSE,177,2013,"PYS","W","4",3,300
"1824","PYS_W_2013_5",7,6,6,3,3,3,"PYS_W_2013","AM",9.03333333333333,"M. Cloudy","4-7","None",FALSE,188,2013,"PYS","W","5",3,300
"1825","PYS_W_2014_1",10,10,10,3,3,3,"PYS_W_2014","SR",7.81666666666667,"Clear","4-7","None",FALSE,138,2014,"PYS","W","1",3,300
"1826","PYS_W_2014_2",7,7,7,4,4,4,"PYS_W_2014","CD",6.28333333333333,"Overcast","4-7","None",FALSE,149,2014,"PYS","W","2",3,300
"1827","PYS_W_2014_3",11,8,11,4,3,4,"PYS_W_2014","CD",7.65,"Overcast","1-3","None",FALSE,167,2014,"PYS","W","3",3,300
"1828","PYS_W_2014_4",4,4,4,2,2,2,"PYS_W_2014","CD",9.56666666666667,"P. Cloudy","8-12","None",FALSE,181,2014,"PYS","W","4",3,300
"1829","PYS_W_2014_5",5,5,5,2,2,2,"PYS_W_2014","CD",8.81666666666667,"P. Cloudy","1-3","None",FALSE,199,2014,"PYS","W","5",3,300
"1830","PYS_W_2015_1",4,3,4,4,3,4,"PYS_W_2015","BSV",7.55,"Overcast","1-3","Drizzle/Mist",FALSE,143,2015,"PYS","W","1",3,300
"1831","PYS_W_2015_2",4,2,3,3,1,2,"PYS_W_2015","BSV",7.6,"Clear","1-3","None",FALSE,159,2015,"PYS","W","2",3,300
"1832","PYS_W_2015_3",6,4,4,4,3,3,"PYS_W_2015","SR",6.61666666666667,"P. Cloudy","8-12","None",FALSE,171,2015,"PYS","W","3",3,300
"1833","PYS_W_2015_4",9,7,8,3,1,2,"PYS_W_2015","SBN",9.2,"M. Cloudy","1-3","None",FALSE,196,2015,"PYS","W","4",3,300
"1834","PYS_W_2015_5",3,3,3,2,2,2,"PYS_W_2015","SR",7.18333333333333,"P. Cloudy","1-3","None",FALSE,213,2015,"PYS","W","5",3,300
"1835","PYS_W_2016_1",6,3,5,4,2,3,"PYS_W_2016","SR",8,"Clear","1-3","None",FALSE,151,2016,"PYS","W","1",3,300
"1836","PYS_W_2016_2",15,10,12,7,2,4,"PYS_W_2016","SBN",9.6,"P. Cloudy","1-3","None",FALSE,168,2016,"PYS","W","2",3,300
"1837","PYS_W_2016_3",9,5,6,6,3,4,"PYS_W_2016","JJC",7.98333333333333,"P. Cloudy","0-1","None",FALSE,179,2016,"PYS","W","3",3,300
"1838","PYS_W_2016_4",8,6,6,1,1,1,"PYS_W_2016","ACW",9.28333333333333,"M. Cloudy","4-7","None",FALSE,194,2016,"PYS","W","4",3,300
"1839","PYS_W_2016_5",8,7,8,2,1,2,"PYS_W_2016","JJC",9.18333333333333,"Clear","1-3","None",FALSE,216,2016,"PYS","W","5",3,300
"1840","PYS_W_2017_1",6,5,5,2,2,2,"PYS_W_2017","SR",7.81666666666667,"M. Cloudy","4-7","None",FALSE,149,2017,"PYS","W","1",3,300
"1841","PYS_W_2017_2",9,6,7,5,4,5,"PYS_W_2017","JD",7.93333333333333,"Clear","4-7","None",FALSE,163,2017,"PYS","W","2",3,300
"1842","PYS_W_2017_3",6,5,5,2,2,2,"PYS_W_2017","ALL",9.6,"Clear","4-7","None",FALSE,175,2017,"PYS","W","3",3,300
"1843","PYS_W_2017_4",4,2,2,1,1,1,"PYS_W_2017","SR",7.46666666666667,"Clear","1-3","None",FALSE,189,2017,"PYS","W","4",3,300
"1844","PYS_W_2017_5",11,9,10,5,4,5,"PYS_W_2017","JJC",8.35,"Clear","1-3","None",FALSE,201,2017,"PYS","W","5",3,300
"1845","PYS_W_2018_1",5,2,5,3,2,3,"PYS_W_2018","JJC",9.08333333333333,"M. Cloudy","4-7","None",FALSE,145,2018,"PYS","W","1",3,300
"1846","PYS_W_2018_2",8,4,7,5,2,4,"PYS_W_2018","TMS",8.41666666666667,"Overcast","1-3","None",FALSE,160,2018,"PYS","W","2",3,300
"1847","PYS_W_2018_3",5,5,5,3,3,3,"PYS_W_2018","JJC",9.45,"M. Cloudy","0-1","None",FALSE,174,2018,"PYS","W","3",3,300
"1848","PYS_W_2018_4",6,4,4,3,2,2,"PYS_W_2018","BJE",9.05,"Clear","8-12","None",FALSE,188,2018,"PYS","W","4",3,300
"1849","PYS_W_2018_5",3,2,2,2,1,1,"PYS_W_2018","TMS",8.78333333333333,"M. Cloudy","4-7","None",FALSE,199,2018,"PYS","W","5",3,300
"1850","PYS_W_2021_1",9,7,8,4,3,4,"PYS_W_2021","JJC",8.85,"Clear","4-7","None",FALSE,154,2021,"PYS","W","1",3,300
"1851","PYS_W_2021_2",6,5,5,3,2,2,"PYS_W_2021","JEM",9.06666666666667,"P. Cloudy","1-3","None",FALSE,165,2021,"PYS","W","2",3,300
"1852","PYS_W_2021_3",23,17,19,8,4,6,"PYS_W_2021","WPT",8.33333333333333,"M. Cloudy","1-3","None",FALSE,178,2021,"PYS","W","3",3,300
"1853","PYS_W_2021_4",3,2,2,2,1,1,"PYS_W_2021","JJC",8.5,"M. Cloudy","4-7","None",FALSE,189,2021,"PYS","W","4",3,300
"1854","PYS_W_2021_5",6,3,4,4,2,3,"PYS_W_2021","JJC",9.31666666666667,"Clear","1-3","None",FALSE,201,2021,"PYS","W","5",3,300
"1855","PYS_W_2022_1",6,3,4,6,3,4,"PYS_W_2022","WPT",9.58333333333333,"Overcast","4-7","None",FALSE,156,2022,"PYS","W","1",3,300
"1856","PYS_W_2022_2",9,8,8,5,4,4,"PYS_W_2022","NGP",6.93333333333333,"Clear","4-7","None",FALSE,170,2022,"PYS","W","2",3,300
"1857","PYS_W_2022_3",4,4,4,4,4,4,"PYS_W_2022","HKG",6.38333333333333,"P. Cloudy","1-3","None",FALSE,177,2022,"PYS","W","3",3,300
"1858","PYS_W_2022_4",6,4,4,4,3,3,"PYS_W_2022","JJC",6.55,"Clear","0-1","None",TRUE,191,2022,"PYS","W","4",3,300
"1859","PYS_W_2022_5",5,2,5,4,2,4,"PYS_W_2022","HKG",8.31666666666667,"Overcast","8-12","None",FALSE,196,2022,"PYS","W","5",3,300
"1860","PYS_W_2023_1",16,13,13,6,4,4,"PYS_W_2023","WPT",8.93333333333333,"Clear","4-7","None",FALSE,157,2023,"PYS","W","1",3,300
"1861","PYS_W_2023_2",11,8,8,5,4,4,"PYS_W_2023","JJC",6.6,"Clear","0-1","None",TRUE,174,2023,"PYS","W","2",3,300
"1862","PYS_W_2023_3",11,9,11,6,4,6,"PYS_W_2023","JLS",6.61666666666667,"M. Cloudy","4-7","None",FALSE,179,2023,"PYS","W","3",3,300
"1863","PYS_W_2023_4",10,6,9,7,3,6,"PYS_W_2023","JLS",9.38333333333333,"M. Cloudy","4-7","None",TRUE,189,2023,"PYS","W","4",3,300
"1864","PYS_W_2023_5",4,4,4,2,2,2,"PYS_W_2023","JJC",8.23333333333333,"Clear","4-7","None",TRUE,195,2023,"PYS","W","5",3,300
"1865","PYW_C_2007_0",4,1,1,3,1,1,"PYW_C_2007","CW",7.08333333333333,"Overcast","1-3","None",FALSE,143,2007,"PYW","C","0",2.97,297.01
"1866","PYW_C_2007_1",15,6,8,4,1,2,"PYW_C_2007","JF",6.81666666666667,"Clear","0-1","Drizzle/Mist",FALSE,152,2007,"PYW","C","1",2.97,297.01
"1867","PYW_C_2007_2",2,2,2,1,1,1,"PYW_C_2007","CW",6.91666666666667,"P. Cloudy","4-7","None",FALSE,163,2007,"PYW","C","2",2.97,297.01
"1868","PYW_C_2007_3",8,3,5,4,1,3,"PYW_C_2007","JF",7.05,"Overcast","4-7","None",FALSE,169,2007,"PYW","C","3",2.97,297.01
"1869","PYW_C_2007_4",14,8,11,8,3,5,"PYW_C_2007","FP",7.95,"Clear","4-7","None",FALSE,176,2007,"PYW","C","4",2.97,297.01
"1870","PYW_C_2007_5",11,6,6,3,2,2,"PYW_C_2007","JF",6.21666666666667,"Clear","1-3","None",FALSE,183,2007,"PYW","C","5",2.97,297.01
"1871","PYW_C_2008_1",12,7,11,4,2,3,"PYW_C_2008","JF",7.46666666666667,"P. Cloudy","8-12","None",FALSE,129,2008,"PYW","C","1",2.97,297.01
"1872","PYW_C_2008_10",4,2,3,4,2,3,"PYW_C_2008","CW",7.93333333333333,"Clear","1-3","None",FALSE,203,2008,"PYW","C","10",2.97,297.01
"1873","PYW_C_2008_2",9,4,6,7,2,4,"PYW_C_2008","JF",6.5,"P. Cloudy","1-3","None",FALSE,136,2008,"PYW","C","2",2.97,297.01
"1874","PYW_C_2008_3",7,3,5,5,1,3,"PYW_C_2008","CW",7.35,"Clear","0-1","None",FALSE,142,2008,"PYW","C","3",2.97,297.01
"1875","PYW_C_2008_4",6,3,5,5,2,4,"PYW_C_2008","JF",7.75,"M. Cloudy","8-12","None",FALSE,148,2008,"PYW","C","4",2.97,297.01
"1876","PYW_C_2008_5",5,1,3,4,1,2,"PYW_C_2008","SR",6.58333333333333,"Overcast","1-3","None",FALSE,161,2008,"PYW","C","5",2.97,297.01
"1877","PYW_C_2009_0",13,2,10,5,1,3,"PYW_C_2009","SR",6.8,"P. Cloudy","8-12","None",FALSE,154,2009,"PYW","C","0",2.97,297.01
"1878","PYW_C_2009_1",5,2,4,4,1,3,"PYW_C_2009","FP",9.1,"P. Cloudy","0-1","None",FALSE,161,2009,"PYW","C","1",2.97,297.01
"1879","PYW_C_2009_2",8,4,5,6,2,3,"PYW_C_2009","SR",9.13333333333333,"Overcast","4-7","None",FALSE,163,2009,"PYW","C","2",2.97,297.01
"1880","PYW_C_2009_3",4,1,1,4,1,1,"PYW_C_2009","SR",7.78333333333333,"Clear","8-12","None",FALSE,169,2009,"PYW","C","3",2.97,297.01
"1881","PYW_C_2009_4",2,1,1,2,1,1,"PYW_C_2009","JO",8.86666666666667,"Clear","4-7","None",FALSE,181,2009,"PYW","C","4",2.97,297.01
"1882","PYW_C_2009_5",5,2,4,4,2,3,"PYW_C_2009","SR",8.03333333333333,"P. Cloudy","4-7","None",FALSE,191,2009,"PYW","C","5",2.97,297.01
"1883","PYW_C_2010_1",11,1,5,8,1,4,"PYW_C_2010","TH",8.91666666666667,"Clear","1-3","None",FALSE,139,2010,"PYW","C","1",2,200
"1884","PYW_C_2010_2",12,6,8,6,1,3,"PYW_C_2010","TL",6.61666666666667,"Clear","0-1","None",FALSE,148,2010,"PYW","C","2",2,200
"1885","PYW_C_2010_3",1,1,1,1,1,1,"PYW_C_2010","SR",8.23333333333333,"M. Cloudy","4-7","None",FALSE,158,2010,"PYW","C","3",2,200
"1886","PYW_C_2010_4",3,NA,1,3,NA,1,"PYW_C_2010","SR",9.06666666666667,"Clear","1-3","None",FALSE,175,2010,"PYW","C","4",2,200
"1887","PYW_C_2010_5",8,5,7,4,2,3,"PYW_C_2010","TH",6.9,"M. Cloudy","4-7","None",FALSE,189,2010,"PYW","C","5",2,200
"1888","PYW_C_2011_1",6,3,6,4,3,4,"PYW_C_2011","SR",9.1,"M. Cloudy","1-3","None",FALSE,139,2011,"PYW","C","1",2,200
"1889","PYW_C_2011_2",5,4,5,3,2,3,"PYW_C_2011","SR",6.9,"Clear","8-12","None",FALSE,154,2011,"PYW","C","2",2,200
"1890","PYW_C_2011_3",3,3,3,1,1,1,"PYW_C_2011","CP",8.8,"P. Cloudy","8-12","None",FALSE,162,2011,"PYW","C","3",2,200
"1891","PYW_C_2011_4",8,6,8,4,3,4,"PYW_C_2011","SR",9.46666666666667,"P. Cloudy","8-12","None",FALSE,171,2011,"PYW","C","4",2,200
"1892","PYW_C_2011_5",4,2,2,3,2,2,"PYW_C_2011","CD",8.76666666666667,"Clear","0-1","None",FALSE,182,2011,"PYW","C","5",2,200
"1893","PYW_C_2012_1",1,NA,NA,1,NA,NA,"PYW_C_2012","TL",6.61666666666667,"Overcast","13-16","None",FALSE,141,2012,"PYW","C","1",2,200
"1894","PYW_C_2012_2",4,4,4,2,2,2,"PYW_C_2012","CD",6.46666666666667,"P. Cloudy","8-12","None",FALSE,148,2012,"PYW","C","2",2,200
"1895","PYW_C_2012_3",5,3,4,5,3,4,"PYW_C_2012","SR",6.71666666666667,"P. Cloudy","1-3","None",FALSE,158,2012,"PYW","C","3",2,200
"1896","PYW_C_2012_4",5,4,4,3,2,2,"PYW_C_2012","CD",6.63333333333333,"Overcast","4-7","None",FALSE,167,2012,"PYW","C","4",2,200
"1897","PYW_C_2012_5",3,2,3,3,2,3,"PYW_C_2012","SR",6.75,"Clear","4-7","None",FALSE,180,2012,"PYW","C","5",2,200
"1898","PYW_C_2013_1",9,5,9,4,2,4,"PYW_C_2013","CD",6.66666666666667,"P. Cloudy","1-3","None",FALSE,137,2013,"PYW","C","1",2,200
"1899","PYW_C_2013_2",3,3,3,2,2,2,"PYW_C_2013","SR",7.23333333333333,"Clear","0-1","None",FALSE,154,2013,"PYW","C","2",2,200
"1900","PYW_C_2013_3",6,4,6,3,2,3,"PYW_C_2013","AM",6.35,"Overcast","0-1","None",FALSE,163,2013,"PYW","C","3",2,200
"1901","PYW_C_2013_4",10,3,8,4,2,3,"PYW_C_2013","CD",8.16666666666667,"M. Cloudy","0-1","None",FALSE,178,2013,"PYW","C","4",2,200
"1902","PYW_C_2013_5",13,3,6,8,2,4,"PYW_C_2013","AM",6.46666666666667,"Overcast","1-3","None",FALSE,188,2013,"PYW","C","5",2,200
"1903","PYW_C_2014_1",5,4,5,5,4,5,"PYW_C_2014","SR",6.33333333333333,"Clear","0-1","None",FALSE,138,2014,"PYW","C","1",2,200
"1904","PYW_C_2014_2",4,1,2,4,1,2,"PYW_C_2014","CD",7.03333333333333,"Overcast","4-7","None",FALSE,149,2014,"PYW","C","2",2,200
"1905","PYW_C_2014_3",4,1,3,3,1,2,"PYW_C_2014","CD",6.08333333333333,"P. Cloudy","8-12","None",FALSE,165,2014,"PYW","C","3",2,200
"1906","PYW_C_2014_4",2,1,2,2,1,2,"PYW_C_2014","CD",6.25,"M. Cloudy","4-7","None",FALSE,182,2014,"PYW","C","4",2,200
"1907","PYW_C_2014_5",5,3,4,3,1,2,"PYW_C_2014","SBN",8.43333333333333,"M. Cloudy","0-1","None",FALSE,197,2014,"PYW","C","5",2,200
"1908","PYW_C_2015_1",2,1,1,2,1,1,"PYW_C_2015","BSV",6.33333333333333,"Overcast","1-3","None",FALSE,143,2015,"PYW","C","1",2,200
"1909","PYW_C_2015_2",3,2,3,2,1,2,"PYW_C_2015","BSV",6.28333333333333,"Clear","1-3","None",FALSE,159,2015,"PYW","C","2",2,200
"1910","PYW_C_2015_3",5,2,4,4,2,4,"PYW_C_2015","SR",7.63333333333333,"P. Cloudy","4-7","None",FALSE,171,2015,"PYW","C","3",2,200
"1911","PYW_C_2015_4",15,8,14,5,2,4,"PYW_C_2015","SBN",7.05,"M. Cloudy","4-7","None",FALSE,196,2015,"PYW","C","4",2,200
"1912","PYW_C_2015_5",2,1,2,2,1,2,"PYW_C_2015","SR",8.31666666666667,"P. Cloudy","1-3","None",FALSE,213,2015,"PYW","C","5",2,200
"1913","PYW_C_2016_1",6,6,6,4,4,4,"PYW_C_2016","SR",6.58333333333333,"Clear","1-3","None",FALSE,151,2016,"PYW","C","1",2,200
"1914","PYW_C_2016_2",4,4,4,2,2,2,"PYW_C_2016","SBN",7.03333333333333,"M. Cloudy",NA,"None",FALSE,168,2016,"PYW","C","2",2,200
"1915","PYW_C_2016_3",7,6,6,2,2,2,"PYW_C_2016","JJC",9.31666666666667,"Clear","0-1","None",FALSE,179,2016,"PYW","C","3",2,200
"1916","PYW_C_2016_4",6,5,5,3,3,3,"PYW_C_2016","ACW",8.55,"P. Cloudy","4-7","None",FALSE,193,2016,"PYW","C","4",2,200
"1917","PYW_C_2016_5",1,NA,NA,NA,NA,NA,"PYW_C_2016","SR",6.68333333333333,"P. Cloudy","4-7","None",FALSE,217,2016,"PYW","C","5",2,200
"1918","PYW_C_2017_1",2,1,2,2,1,2,"PYW_C_2017","SR",8.75,"Clear","4-7","None",FALSE,149,2017,"PYW","C","1",2,200
"1919","PYW_C_2017_2",4,3,4,4,3,4,"PYW_C_2017","ALL",8.96666666666667,"Clear","1-3","None",FALSE,160,2017,"PYW","C","2",2,200
"1920","PYW_C_2017_3",10,8,8,6,5,5,"PYW_C_2017","JJC",9.41666666666667,"Clear","4-7","None",FALSE,175,2017,"PYW","C","3",2,200
"1921","PYW_C_2017_4",1,NA,NA,1,NA,NA,"PYW_C_2017","SR",8.68333333333333,"Clear","1-3","None",FALSE,189,2017,"PYW","C","4",2,200
"1922","PYW_C_2017_5",2,2,2,2,2,2,"PYW_C_2017","ALL",8.2,"Clear","1-3","None",FALSE,201,2017,"PYW","C","5",2,200
"1923","PYW_C_2018_1",4,2,3,3,1,2,"PYW_C_2018","JJC",6.25,"P. Cloudy","4-7","None",FALSE,145,2018,"PYW","C","1",2,200
"1924","PYW_C_2018_2",5,2,4,5,2,4,"PYW_C_2018","TMS",6.28333333333333,"Overcast","4-7","None",FALSE,160,2018,"PYW","C","2",2,200
"1925","PYW_C_2018_3",10,10,10,3,3,3,"PYW_C_2018","JJC",6.5,"Overcast","0-1","None",FALSE,174,2018,"PYW","C","3",2,200
"1926","PYW_C_2018_4",11,7,11,4,3,4,"PYW_C_2018","BJE",6.95,"Clear","1-3","None",FALSE,188,2018,"PYW","C","4",2,200
"1927","PYW_C_2018_5",14,9,11,7,4,5,"PYW_C_2018","TMS",6.6,"Overcast","0-1","None",FALSE,199,2018,"PYW","C","5",2,200
"1928","PYW_C_2021_1",8,5,5,3,2,2,"PYW_C_2021","JJC",8.11666666666667,"Clear","4-7","None",FALSE,154,2021,"PYW","C","1",2,200
"1929","PYW_C_2021_2",4,2,3,4,2,3,"PYW_C_2021","JEM",7.91666666666667,"P. Cloudy","1-3","None",FALSE,165,2021,"PYW","C","2",2,200
"1930","PYW_C_2021_3",11,5,9,6,2,5,"PYW_C_2021","WPT",8.98333333333333,"M. Cloudy","1-3","None",FALSE,179,2021,"PYW","C","3",2,200
"1931","PYW_C_2021_4",8,6,7,4,2,3,"PYW_C_2021","JJC",6.36666666666667,"P. Cloudy","0-1","None",FALSE,189,2021,"PYW","C","4",2,200
"1932","PYW_C_2021_5",5,4,5,3,2,3,"PYW_C_2021","JJC",6.8,"Clear","0-1","None",FALSE,201,2021,"PYW","C","5",2,200
"1933","PYW_C_2022_1",11,8,10,5,2,4,"PYW_C_2022","WPT",6.46666666666667,"M. Cloudy","1-3","Drizzle/Mist",FALSE,158,2022,"PYW","C","1",2,200
"1934","PYW_C_2022_2",9,7,8,4,2,3,"PYW_C_2022","NGP",8.55,"Clear","4-7","None",FALSE,169,2022,"PYW","C","2",2,200
"1935","PYW_C_2022_3",2,2,2,2,2,2,"PYW_C_2022","JLS",6.68333333333333,"M. Cloudy","1-3","None",FALSE,183,2022,"PYW","C","3",2,200
"1936","PYW_C_2022_4",6,4,6,3,2,3,"PYW_C_2022","HKG",7.85,"Overcast","1-3","None",FALSE,189,2022,"PYW","C","4",2,200
"1937","PYW_C_2022_5",9,6,9,3,2,3,"PYW_C_2022","JLS",7.26666666666667,"M. Cloudy","4-7","None",FALSE,196,2022,"PYW","C","5",2,200
"1938","PYW_C_2023_1",9,6,9,5,2,5,"PYW_C_2023","WPT",7.33333333333333,"Clear","1-3","None",FALSE,157,2023,"PYW","C","1",2,200
"1939","PYW_C_2023_2",6,5,5,5,4,4,"PYW_C_2023","JJC",9.11666666666667,"Clear","0-1","None",FALSE,170,2023,"PYW","C","2",2,200
"1940","PYW_C_2023_3",7,5,6,4,3,4,"PYW_C_2023","HKG",6.71666666666667,"M. Cloudy","1-3","Drizzle/Mist",FALSE,179,2023,"PYW","C","3",2,200
"1941","PYW_C_2023_4",3,3,3,3,3,3,"PYW_C_2023","JLS",6.66666666666667,"Overcast","4-7","None",FALSE,189,2023,"PYW","C","4",2,200
"1942","PYW_C_2023_5",2,2,2,2,2,2,"PYW_C_2023","JJC",8.95,"Clear","1-3","None",FALSE,195,2023,"PYW","C","5",2,200
"1943","PYW_N_2007_0",11,7,8,6,3,4,"PYW_N_2007","CB",6.8,"Overcast","1-3","None",FALSE,143,2007,"PYW","N","0",3.51,351.01
"1944","PYW_N_2007_1",7,7,7,3,3,3,"PYW_N_2007","JF",6.48333333333333,"Clear","0-1","None",FALSE,152,2007,"PYW","N","1",3.51,351.01
"1945","PYW_N_2007_2",16,10,16,7,4,7,"PYW_N_2007","CW",7.4,"Clear","4-7","None",FALSE,159,2007,"PYW","N","2",3.51,351.01
"1946","PYW_N_2007_3",4,3,3,3,2,2,"PYW_N_2007","JF",6.8,"M. Cloudy","1-3","None",FALSE,169,2007,"PYW","N","3",3.51,351.01
"1947","PYW_N_2007_4",6,2,5,3,1,2,"PYW_N_2007","FP",7.66666666666667,"Clear","1-3","None",FALSE,176,2007,"PYW","N","4",3.51,351.01
"1948","PYW_N_2007_5",6,4,5,4,2,3,"PYW_N_2007","JF",5.96666666666667,"Clear","1-3","None",FALSE,183,2007,"PYW","N","5",3.51,351.01
"1949","PYW_N_2008_1",8,5,8,3,2,3,"PYW_N_2008","JF",7.16666666666667,"P. Cloudy","8-12","None",FALSE,129,2008,"PYW","N","1",3.51,351.01
"1950","PYW_N_2008_10",3,2,3,2,1,2,"PYW_N_2008","CW",7.66666666666667,"Clear","1-3","None",FALSE,203,2008,"PYW","N","10",3.51,351.01
"1951","PYW_N_2008_2",8,4,7,4,2,3,"PYW_N_2008","JF",6.25,"P. Cloudy","1-3","None",FALSE,136,2008,"PYW","N","2",3.51,351.01
"1952","PYW_N_2008_3",13,3,13,4,2,4,"PYW_N_2008","CW",7.13333333333333,"Clear","0-1","None",FALSE,142,2008,"PYW","N","3",3.51,351.01
"1953","PYW_N_2008_4",3,3,3,2,2,2,"PYW_N_2008","JF",7.5,"M. Cloudy","8-12","None",FALSE,148,2008,"PYW","N","4",3.51,351.01
"1954","PYW_N_2008_5",9,3,7,6,3,5,"PYW_N_2008","SR",6.3,"Overcast","1-3","None",FALSE,161,2008,"PYW","N","5",3.51,351.01
"1955","PYW_N_2009_0",6,3,6,4,2,4,"PYW_N_2009","SR",6.5,"P. Cloudy","8-12","None",FALSE,154,2009,"PYW","N","0",3.51,351.01
"1956","PYW_N_2009_1",6,6,6,3,3,3,"PYW_N_2009","FP",8.78333333333333,"M. Cloudy","1-3","None",FALSE,161,2009,"PYW","N","1",3.51,351.01
"1957","PYW_N_2009_2",7,4,7,4,2,4,"PYW_N_2009","SR",8.88333333333333,"Overcast","4-7","None",FALSE,163,2009,"PYW","N","2",3.51,351.01
"1958","PYW_N_2009_3",7,5,6,5,3,4,"PYW_N_2009","SR",7.55,"Clear","8-12","None",FALSE,169,2009,"PYW","N","3",3.51,351.01
"1959","PYW_N_2009_4",13,7,13,4,2,4,"PYW_N_2009","JO",8.53333333333333,"Clear","4-7","None",FALSE,181,2009,"PYW","N","4",3.51,351.01
"1960","PYW_N_2009_5",3,2,3,3,2,3,"PYW_N_2009","SR",7.81666666666667,"P. Cloudy","4-7","None",FALSE,191,2009,"PYW","N","5",3.51,351.01
"1961","PYW_N_2010_1",10,6,8,4,2,3,"PYW_N_2010","TH",8.45,"Clear","1-3","None",FALSE,139,2010,"PYW","N","1",2,200
"1962","PYW_N_2010_2",8,6,8,5,3,5,"PYW_N_2010","TL",6.25,"Clear","0-1","None",FALSE,148,2010,"PYW","N","2",2,200
"1963","PYW_N_2010_3",7,4,7,4,2,4,"PYW_N_2010","SR",8.03333333333333,"M. Cloudy","4-7","None",FALSE,158,2010,"PYW","N","3",2,200
"1964","PYW_N_2010_4",3,1,3,2,1,2,"PYW_N_2010","SR",8.88333333333333,"Clear","1-3","None",FALSE,175,2010,"PYW","N","4",2,200
"1965","PYW_N_2010_5",9,5,8,5,2,4,"PYW_N_2010","TH",6.66666666666667,"M. Cloudy","4-7","None",FALSE,189,2010,"PYW","N","5",2,200
"1966","PYW_N_2011_1",6,NA,1,2,NA,1,"PYW_N_2011","SR",8.71666666666667,NA,NA,NA,FALSE,139,2011,"PYW","N","1",2,200
"1967","PYW_N_2011_2",5,3,4,3,1,2,"PYW_N_2011","SR",6.63333333333333,"P. Cloudy","8-12","None",FALSE,154,2011,"PYW","N","2",2,200
"1968","PYW_N_2011_3",2,1,1,2,1,1,"PYW_N_2011","CP",8.6,"M. Cloudy","4-7","None",FALSE,162,2011,"PYW","N","3",2,200
"1969","PYW_N_2011_4",1,1,1,1,1,1,"PYW_N_2011","SR",9.28333333333333,"P. Cloudy","8-12","None",FALSE,171,2011,"PYW","N","4",2,200
"1970","PYW_N_2011_5",1,1,1,1,1,1,"PYW_N_2011","CD",8.61666666666667,"Clear","0-1","None",FALSE,182,2011,"PYW","N","5",2,200
"1971","PYW_N_2012_1",4,4,4,3,3,3,"PYW_N_2012","TL",6.3,"Overcast","8-12","None",FALSE,141,2012,"PYW","N","1",2,200
"1972","PYW_N_2012_2",9,5,7,5,3,4,"PYW_N_2012","CD",6.28333333333333,"P. Cloudy","4-7","None",FALSE,148,2012,"PYW","N","2",2,200
"1973","PYW_N_2012_3",11,5,11,4,3,4,"PYW_N_2012","SR",6.51666666666667,"P. Cloudy","1-3","None",FALSE,158,2012,"PYW","N","3",2,200
"1974","PYW_N_2012_4",10,3,8,7,3,5,"PYW_N_2012","CD",6.41666666666667,"Overcast","4-7","None",FALSE,167,2012,"PYW","N","4",2,200
"1975","PYW_N_2012_5",4,4,4,2,2,2,"PYW_N_2012","SR",6.51666666666667,"Clear","4-7","None",FALSE,180,2012,"PYW","N","5",2,200
"1976","PYW_N_2013_1",7,3,6,5,2,4,"PYW_N_2013","CD",6.45,"P. Cloudy","1-3","None",FALSE,137,2013,"PYW","N","1",2,200
"1977","PYW_N_2013_2",4,3,4,3,2,3,"PYW_N_2013","SR",7,"Clear","0-1","None",FALSE,154,2013,"PYW","N","2",2,200
"1978","PYW_N_2013_3",5,4,5,3,2,3,"PYW_N_2013","AM",6.13333333333333,"Overcast","0-1","None",FALSE,163,2013,"PYW","N","3",2,200
"1979","PYW_N_2013_4",7,5,6,4,3,4,"PYW_N_2013","CD",7.96666666666667,"M. Cloudy","0-1","None",FALSE,178,2013,"PYW","N","4",2,200
"1980","PYW_N_2013_5",6,NA,3,5,NA,3,"PYW_N_2013","AM",6.1,"Overcast","1-3","None",FALSE,188,2013,"PYW","N","5",2,200
"1981","PYW_N_2014_1",6,4,6,6,4,6,"PYW_N_2014","SR",6.1,"Clear","0-1","None",FALSE,138,2014,"PYW","N","1",2,200
"1982","PYW_N_2014_2",3,2,3,3,2,3,"PYW_N_2014","CD",6.85,"Overcast","4-7","None",FALSE,149,2014,"PYW","N","2",2,200
